username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags
agase_for_ever,أسمى أوني 🧁 فخر الكيبوبرز الليبي 😎 حياتي أشبه بقصعة بازين مع سفن اب ✨ تتكلم 3لغات(بتلاقه🥺) ليبيا تاج راسي وراسكم 🇱🇾👑,Libya,111,4,104,2020-07-12 23:21:49,2020-08-04 23:59:40,0,"My heart is broken after hearing what happened in #LEBANON,it reminds me of what happened in #LIBYA, in the first month of 2020 yeah Libyan people can’t forget there pure sons who loves there home and wants to see there country shining bright 💔💔🥺😭😭shame on #EMARATIES,#UAE https://t.co/E8TrAGrGlD","[{'text': 'LEBANON', 'indices': [50, 58]}, {'text': 'LIBYA', 'indices': [93, 99]}, {'text': 'EMARATIES', 'indices': [257, 267]}, {'text': 'UAE', 'indices': [268, 272]}]"
ain_rozaimi,22 | ｡^‿^｡,,278,266,3989,2016-03-25 08:39:10,2020-08-04 23:59:40,18195,"💥 That is simply insane. 

#Beirut #Lebanon 

https://t.co/vQy34TQrWG","[{'text': 'Beirut', 'indices': [42, 49]}, {'text': 'Lebanon', 'indices': [50, 58]}]"
Maral_Jak90,Saved by grace❤/Huge trash of #SPN - @cw_spn - @JensenAckles - @jarpad - @mishacollins /J2M since 22/11/2015 & December ❤ / @harry_styles stan since 11/2017 💗,,2192,807,27375,2011-12-09 21:16:55,2020-08-04 23:59:40,1,@picshs u have a huge following can u pls help spread awareness on whats happening in lebanon,[]
Paulinatheweena,"Peace, love, and baba ganoush",,71,99,4689,2011-01-03 02:57:03,2020-08-04 23:59:40,2813,"“Mom Please I don’t want to Die”

A Lebanese child in Beirut today 💔😭
https://t.co/k1CI7hYREO",[]
romxnholidxy,long suffering one direction fan,,400,311,4021,2011-12-02 21:30:02,2020-08-04 23:59:40,2736,"Doctors and nurses work on their phone lights, as there is no electricity. Pray for Beirut. https://t.co/QUnn8A3H8A",[]
lilwaaang,did you tell them they were the lord's chips?,,288,149,17389,2010-03-15 02:51:15,2020-08-04 23:59:40,59140,thread of donation links to help lebanon:,[]
Versace_911,بكالوريوس علوم سياسيه ارغب العمل في وزاره الخارجية السعودية اخدم ديني وملكي ووطني وشعبي ماجستيرMBAحفظ الله الملك سلمان وولي العهد محمد بن سلمان🇸🇦,"جدة, المملكة العربية السعودية",4983,741,67038,2017-07-01 13:48:27,2020-08-04 23:59:40,0,Our thoughts and prayers are with our Lebanese brothers and sisters during these trying times. We pray that God grants you patience and solace. God bless Lebanon and the Lebanese people. #BeirutInOurHearts,"[{'text': 'BeirutInOurHearts', 'indices': [187, 205]}]"
shiningcrush_,"GTOP BB, JohnJae NCT 🤪 and i'm very religious about it.",Another World,386,1349,107330,2011-01-12 18:37:23,2020-08-04 23:59:40,62377,"a thread to summarize what's happening in lebanon. please link petitions and donation links below, do whatever you can to help. https://t.co/ovVBGJeagT",[]
finelinw,#𝐉𝐔𝐍𝐆𝐊𝐎𝐎𝐊: ʏᴏᴜʀ sᴛᴀʀ. ᴡᴇ’ʀᴇ ɢᴏɪɴɢ ᴛᴏ ʏᴏᴜʀ sᴛᴀʀ. ✰,🐋 she/her,94,378,14010,2015-09-27 12:46:34,2020-08-04 23:59:40,59096,petitions have no effect in lebanon. their government doesn’t care. let me explain a couple things,[]
NielOngJinHwi,แดฮวี ซองอู แดเนี่ยล🥺🤟🏻❤️,,559,25,8233,2019-12-11 13:48:15,2020-08-04 23:59:40,1380,"Watch | Huge explosion in Lebanon's capital #Beirut

Video courtesy: @mhijazi https://t.co/fbKNIxfuOw","[{'text': 'Beirut', 'indices': [54, 61]}]"
pleasehun,"♌︎ #Sehun, #Baekhyun, #Kai & #EXO ㅡ𝕗𝕒𝕟𝕒𝕔𝕔𝕠𝕦𝕟𝕥⛱",𝘪𝘴𝘧𝘱-𝘵,335,47,44001,2013-11-21 18:33:23,2020-08-04 23:59:40,59140,thread of donation links to help lebanon:,[]
IsaiasParedon,,"Texas, USA",125,95,220,2015-12-21 03:08:07,2020-08-04 23:59:40,40881,"A video I received on WhatsApp of the scalr of explosion in #Beirut, confirming it was at the port. https://t.co/bIkcyfsi0o","[{'text': 'Beirut', 'indices': [81, 88]}]"
itsmelynnnnnn,,,302,26,13592,2018-09-24 16:11:08,2020-08-04 23:59:40,640,"The Egyptian pyramid &amp; Burj Khalifa, the world's tallest building, has been lit up in the colors of the Lebanese flag to pay tribute to those killed and injured in Beirut
Together let's show love to our brothers &amp; sisters.
#prayforbeirut 
#LEBANON https://t.co/YIuwXFR1Uw",[]
tamaramilesSC,"Teacher, PTK Adv., DJ at https://t.co/LmrQ2rvxzI; Earth Gospel chapbook; https://t.co/kYUz5dWWr6.",South Carolina,4997,3770,53902,2008-12-21 16:03:15,2020-08-04 23:59:40,6487,"UPDATE: Lebanon’s health ministry says the death toll from the #Beirut explosion rose to at least 78.

Nearly 4,000 people were injured.

About 2,750 tons of ammonium nitrate was being stored near the blast site without safety measures, the PM said, calling it “unacceptable.” https://t.co/qx2GrPeMo7","[{'text': 'Beirut', 'indices': [75, 82]}]"
sandipdhillon5,"Sikh, Manchester United, Boxing, UFC, F1, Food, Cocktails, Bhangra, Hip Hop, Garage and Bassline 🖤 #NeverForget1984 #SikhGenocide1984 #LoveUnited #AlwaysOleIn",United Kingdom,588,301,6441,2019-08-12 14:48:34,2020-08-04 23:59:40,9913,"The photographer who trying to document this video he died 
#BeirutBlast #Beirut 
https://t.co/UX6CIi583r","[{'text': 'BeirutBlast', 'indices': [80, 92]}, {'text': 'Beirut', 'indices': [93, 100]}]"
9vsui,220419 - 150419,JHOPE ,27,26,413,2019-09-21 06:45:23,2020-08-04 23:59:40,0,Our thoughts and prayers are with our Lebanese brothers and sisters during these trying times. We pray that God grants you patience and solace. God bless Lebanon and the Lebanese people. #BeirutInOurHearts,"[{'text': 'BeirutInOurHearts', 'indices': [187, 205]}]"
vhcj6591,,,143,275,5986,2011-04-01 02:46:38,2020-08-04 23:59:40,21593,Terrifying video from a guy driving his car while filming the Beirut explosion...https://t.co/0XpfqCw22L,[]
geedipity,"Fan Account of @BTS_twt and @TXT_members
ISTJ Person🤘",MOARMY,2063,1791,7482,2018-08-12 02:31:14,2020-08-04 23:59:40,510,"pray for everyone who lives in beirut, lebanon. hope everyone stay safe. aameen. pls for armys who lives in beirut, stay safe! 🥺💜 #PrayForBeirut",[]
el_iiiuj,,,523,32,966,2019-05-23 10:33:11,2020-08-04 23:59:40,59096,petitions have no effect in lebanon. their government doesn’t care. let me explain a couple things,[]
labellavita1908,"She's like poetry in motion , What a beautiful sight to see. AKA ΠΞ 7","Dallas, TX",1359,1837,68767,2009-09-29 21:55:35,2020-08-04 23:59:40,3,Prayers for Lebanon 🙏🏽,[]
skoushiii,dm me right away if u have any tea,home,88,21,50,2020-04-25 03:00:19,2020-08-04 23:59:40,5864,"This is so terrifying! The Beirut explosion from a car driving on the road next to the port
#Lebanon #BeirutExplosion https://t.co/p8V99136To","[{'text': 'Lebanon', 'indices': [105, 113]}, {'text': 'BeirutExplosion', 'indices': [114, 130]}]"
dang_james23,"Add my snap:@kingj6940
“YHLQMDLG”",,109,3,8,2020-06-01 22:34:24,2020-08-04 23:59:40,7208,early reports out of Beirut say this was an explosion at a fireworks factory. unbelievable. https://t.co/hvRm4DOP44,[]
SLahteenaho,"No borders, anthropology, & libertarian socialism. Helsinki. Working towards a PhD, thinking of white sands, the sea, and notions of public in Beirut.",,1487,761,7236,2015-01-25 18:53:26,2020-08-04 23:59:40,215,"If Lebanon is in your feed for the first time because of #BeirutExplosion, here's what you need to know.

Lebanon has been experiencing a severe economic crisis, currency meltdown, shortage of medicine, and covid. 

If you're able, send $. Start here: https://t.co/jyu3y4kSrM","[{'text': 'BeirutExplosion', 'indices': [72, 88]}]"
fathulah_,Little mix 😍💜 Beautiful Angels💖 Forever ❤️,Singapore,463,136,22455,2016-01-13 09:25:22,2020-08-04 23:59:40,13363,my heart is aching looking at these photos in Beirut. I have read from a lot of people that petitions aren’t effective and donations can result in a dramatic exchange decrease. Can someone share with me direct information about how we can help most effectively and immediately?,[]
natcristxl,𝐫𝐢𝐩 𝐊𝐨𝐛𝐞 & 𝐆𝐢𝐠𝐢 🕊 // 𝐮𝐩𝐫𝐡 #𝐁𝐥𝐚𝐜𝐤𝐋𝐢𝐯𝐞𝐬𝐌𝐚𝐭𝐭𝐞𝐫,　 *:･ﾟ✧*:･ﾟ✧,498,152,20690,2019-02-13 22:05:08,2020-08-04 23:59:40,1716,"UPDATE: Lebanon's health ministry says the death toll from the #Beirut explosion has risen to at least 50.

Over 2,750 other people are injured. Victims are still being located and taken away from the blast site. A soldier at the port said: ""It's a catastrophe inside."" https://t.co/eBDmYASKsZ","[{'text': 'Beirut', 'indices': [75, 82]}]"
cherrihes,— #HARRY: an island fringed by swaying palms. °•☆°•,she/her. 17. 🇩🇴 ,615,863,11933,2018-09-02 03:59:43,2020-08-04 23:59:40,4115,"PLEASE DONATE TO LEBANON !! These are some trusted places to donate to:

Lebanese red cross 
🔗https://t.co/W1gj30Z2bq

Lebanese food bank
🔗https://t.co/XXMG3ioftv

Lebanon needs organisation
🔗https://t.co/FLmoHgiehJ

Elderly and kids aid
🔗https://t.co/soa0hXTHHe",[]
seanuwaa,"ult EXO | 张艺兴， 陈卓璇， 赵磊， 小鬼
肖战， 王一博。",unknown,225,40,5227,2020-01-02 08:47:53,2020-08-04 23:59:40,29075,an informative thread on what’s happening in Lebanon #prayingforlebanon #Lebanon https://t.co/tdDsZpoPaH,"[{'text': 'prayingforlebanon', 'indices': [71, 89]}, {'text': 'Lebanon', 'indices': [90, 98]}]"
Halalzsz,Dont look back look forward,"Cairo, Egypt",289,16,33,2011-12-02 04:13:41,2020-08-04 23:59:40,0,God With You @Lebanon https://t.co/5mqI64uHlK,[]
TimOnTheTractor,"#OppositionParty2020, #Rockclimbing, #mountainbiking, #plantbased, #M4A Please do NOT DM me unless I follow you. ***No solicitations***, please. Peace.",Washington State,7073,7111,102115,2012-08-15 20:18:38,2020-08-04 23:59:40,1393,"Thousands of people in Lebanon are dying right now from this explosion 

The people there are in dire need of humanitarian aid.

U.S SANCTIONS ARE PREVENTING AID FROM REACHING THEM 

PLEASE RAISE YOUR VOICES AND SCREAM 

LIFT THE SANCTIONS OFF LEBANON https://t.co/vRN8SFClYe",[]
cheesemochi_96,"Illustrator, cat lover, a girl that needs a piece of cheese cake. Dm me for any inquiries  #followback", dreamland,13443,12410,41097,2012-07-08 05:31:03,2020-08-04 23:59:40,0,Let's pray for our friends at Beirut guys,[]
SaniyahYochill,nc 23’,,153,22,86,2018-06-13 15:56:27,2020-08-04 23:59:40,23488,"BREAKING: Lebanese Prime Minister says #Beirut explosions caused by an estimated 2,750 tons of ammonium nitrate left unsecured for 6 years in a warehouse. He vows to punish officials responsible. 50+ dead, 3,000 injured, hospitals overwhelmed.","[{'text': 'Beirut', 'indices': [57, 64]}]"
tunjimin,we are together bulletproof | she/her☁️| 15🍦,armynator🍯,1361,546,2516,2018-03-24 19:21:13,2020-08-04 23:59:40,46365,"ive seen some tweets going around abt how there’s some donation links that won’t help the people in lebanon, instead the money would go to the corrupted government. so here’s a thread of some trusted donation links that will go towards helping the people in lebanon.",[]
brizethlomeli,👁💋👁,She/her,138,51,231,2017-10-09 02:32:54,2020-08-04 23:59:40,16365,"card with all links including Lebanon Red Cross, food bank, etc to help in Beirut. share. 

#lebanonexplosion 
https://t.co/pJSAMrUtJZ","[{'text': 'lebanonexplosion', 'indices': [110, 127]}]"
SSalieas,#Astronomy🌌 #Geopolitics🏳️ #Art🖼 #Photography📸 #Cinema 🎬 #SocialPolitic📌 #GreenBeautyProducts 🌻  #HealthyFood🍎BE WELL/BE KIND,Far Far Far Away,740,510,10292,2014-07-30 18:09:41,2020-08-04 23:59:40,23488,"BREAKING: Lebanese Prime Minister says #Beirut explosions caused by an estimated 2,750 tons of ammonium nitrate left unsecured for 6 years in a warehouse. He vows to punish officials responsible. 50+ dead, 3,000 injured, hospitals overwhelmed.","[{'text': 'Beirut', 'indices': [57, 64]}]"
MartinezWillam,cangri,,1284,1608,83836,2013-01-27 02:49:06,2020-08-04 23:59:40,946,Aftermath of the explosion in Beirut (via WhatsApp) https://t.co/J0Clr3m53q,[]
patriot292,,,40,12,2338,2013-02-22 03:01:04,2020-08-04 23:59:40,912,"Donald Trump's day so far:

- Sounds lost and confused during disastrous press conference
- Totally botches Beirut explosion
- Can't pronounce ""Yosemite""
- Trump needs medical attention
- No one cares if he gets it
- Trump is going to prison
- It's still only 7:42pm",[]
mebecauseofu,"we've gone all around the world, and come back to london because this is the place baby🌍","'i like ya coat, its retroo'",359,182,3133,2017-09-03 11:23:39,2020-08-04 23:59:40,975,"please do what you can, I’ve only just watched the video and I can’t actually believe what I saw. swipe thru this and read. click how to help and you’ll see so many ways you can support the awful things that are happening in Lebanon 🖤 https://t.co/hmnFKUliaF",[]
noranistini,,the Southern of Kedah ,623,825,79062,2010-07-26 14:21:15,2020-08-04 23:59:40,35807,"Please take a minute or two to pray for our brothers &amp; sisters at Beirut, Lebanon. There has been a massive explosion &amp; the blast leave dozens dead &amp; thousands injured. 

Our prayers &amp; thoughts are with them. https://t.co/xjC9dyvlTT",[]
millie1822,"The band has saved us, now it’s our turn to save them.",She/her ,84,62,1764,2018-02-19 19:47:26,2020-08-04 23:59:40,86,EVERYONE IN LEBANON STAY INSIDE THERE IS A HIGH CHANCE THERE IS ACIDIC RAIN COMING IN THE NEXT 24 HOURS STAY INSIDE PLEASE!!!!,[]
HighVie00160311,,,29,6,4163,2020-05-31 01:15:10,2020-08-04 23:59:40,407,"A chemical blast that rocked Lebanon's capital could not have come at a worse time as the country reels from an economic crisis and a spike in Covid-19 infections.

@DLKhraiche reports from Beirut https://t.co/UvkRFsw784",[]
natlmanthem,harry styles (she/her) #BlackLivesMatter,  fan account,146,216,58784,2016-10-16 18:53:44,2020-08-04 23:59:40,7434,hospitals in beirut are completely full and there are thousands injured. here’s how you can help: https://t.co/mgOew8rr1c,[]
g0ldenlqrry,goldenlqrry on ig :),princess park  -  she/her ,371,350,2799,2019-07-05 19:09:04,2020-08-04 23:59:40,7052,STOP. SAYING. DONATIONS. TO. LEBANON. DONT. HELP. THEY DO! BUT YOU HAVE TO DONATE STRAIGHT TO THE LEBANESE RED CROSS THROUGH THEIR APP,[]
alanaaaingram,black lives matter.,she/her,262,362,6422,2013-07-21 22:02:42,2020-08-04 23:59:40,1896,"Breaking: Video shows major damage to buildings in Beirut, Lebanon, following two explosions in the area. Some hospitals are reportedly turning away patients as the hospitals are either full or damaged. https://t.co/7En3nZRPsL",[]
dersahakiant,pray for lebanon ❤️,"Ile-de-France, France",316,467,13185,2013-11-13 12:46:22,2020-08-04 23:59:40,155,Lebanon is just trying to heal itself and things keep on getting worse and worse,[]
__kayygee,rich b*tch energy,home/popeyes,913,1531,204296,2012-02-25 19:26:41,2020-08-04 23:59:40,5686,"Large blast rocks Lebanese capital Beirut, days ahead of verdict in politically sensitive murder trial - many people injured, eyewitnesses say

https://t.co/zwQ3490qwJ",[]
cuddlytetekoo,*fan account*,15| she/her,372,407,41066,2018-12-19 03:24:19,2020-08-04 23:59:40,6725,Hospitals in Beirut are in an urgent need of all blood types. People residing in Beirut or those who know Lebanese please help. We have attached a picture containing all the details of the blood banks in Lebanon. Please call them up if you can help and please contact @DSCLebanon https://t.co/85SbU8hOq1,[]
annes_interlude,🖤sometimes life’s a mess🖤15 she/her,,231,116,390,2020-07-20 17:16:23,2020-08-04 23:59:40,59096,petitions have no effect in lebanon. their government doesn’t care. let me explain a couple things,[]
d130ad,,,462,388,9138,2015-12-19 16:30:13,2020-08-04 23:59:40,69415,HOW TO DONATE PROPERLY TO LEBANON: a thread,[]
6c2f23ee68d4467,Fan de sport /foot / cyclisme / boxe.,Tel Aviv et Rio de Janeiro ,112,24,1401,2015-04-24 15:47:51,2020-08-04 23:59:40,1846,"This doesn’t look like “fireworks warehouse” explosion, just remember Hizbollah AKA Irani regime holds power in Lebanon, we’ve seen similar explosions in Iran too. This must be investigated, and not by the corrupt UN.

 Prayers for #Beirut 🙏🏻 !  https://t.co/vVfHAzvWPn",[]
cyraaeiou_,,32200/MY,493,176,32841,2015-02-17 06:08:35,2020-08-04 23:59:40,0,the aftermath of the explosion in Beirut really scared me. that was very huge explosion i’ve ever seen. my heart and prayers goes to people who affected 😢#BeirutExplosion,"[{'text': 'BeirutExplosion', 'indices': [154, 170]}]"
iix67,لا تحزن فالمعصية لها توبة ، والحزن له فرح والإكتئاب له راحة، والضيقة لها سعادة وكل شيء له حل فقط ثق بالله و أصبر ...!,الباحة,2500,280,20857,2012-06-28 01:22:24,2020-08-04 23:59:40,9132,Our condolences and support to all those affected by the explosion in Beirut. Our hearts are with you. https://t.co/tpkty76obM,[]
srhcrdn,💜,"Pangasinan, Philippines",337,237,761,2019-12-08 08:17:59,2020-08-04 23:59:40,1937,"Devastating photos from the massive explosion in Beirut, Lebanon
 please pray for Beirut, Lebanon 
#Beirut https://t.co/KKKq1ZTlvu","[{'text': 'Beirut', 'indices': [120, 127]}]"
Chimmys_Smile,#BLM  @BTS_twt @txt_bighit your smiles make me happy ☆BTS & TXT only☆ Hondureña🇭🇳,United States,323,306,47380,2015-08-08 23:42:20,2020-08-04 23:59:40,23341,"Tonight in Lebanon it will be really cold and it will rain. I repeat do not touch the rain, it's acid!!!",[]
